"Feature","Mean_Importance"
"ELANE",1.48344819685273
"ITGAM",1.4661177436229
"NOTCH1",1.35912688074778
"CD177.1",1.22787660502406
"S100A12",1.01905842459339
"ARG1",0.900060805476862
"C3AR1",0.685564380992332
"TNFSF10",0.621733912761281
"S100A9",0.596737935401367
"IL10.1",0.578055918626028
"S100A8",0.562035692643449
"OLFM4",0.545002682931157
"LBP",0.527987393085942
"IL1R2.1",0.443529902259743
"VCAM1.2",0.407924234767102
"MYD88",0.373646811574943
"ICAM1",0.35792170754799
"PLAUR",0.330785581306462
"CD177",0.316120161767719
"CD14.1",0.311966973663795
"CCR2.6",0.289397074520774
"FCGR1A",0.285103508620053
"LCN2",0.284061597602791
"TLR2",0.283411296107171
"CCR2.4",0.254801403642882
"CCR2.3",0.229622797211316
"TNF",0.189457315706471
"VCAM1.1",0.171183491067537
"TLR4",0.166560840707644
"IL6",0.13565822971725
"CALCA.2",0.122573286180133
"CXCL10",0.111463487035839
"IL10",0.103569823639005
"NLRP3.1",0.0999253607122821
"MMP9",0.0978188141607851
"OLFM4.1",0.0912598945965891
"P2RX7",0.0861439994572692
"MAPK14.1",0.0725667836825261
"CRP",0.0723903891175905
"HIF1A.1",0.0642261242516252
"HIF1A.2",0.0607480881894637
"CCR2",0.0596636366128544
"CCR2.2",0.0595045071592234
"CD14",0.0590812174875833
"IL1R2.2",0.0557017359392824
"MAPK14.2",0.051492353559611
"HMGB1",0.049766271394365
"CCL25.1",0.0473310606664938
"VCAM1",0.0422959861691381
"IFNA2",0.0376210868445838
"CCL2",0.0369295808123332
"CCL19",0.0361077503815239
"PLAUR.2",0.0355840246659338
"MAPK14.3",0.0332130191887475
"HIF1A",0.0320216495440242
"SOCS3",0.0312955616646851
"CCL25",0.0301266495503051
"IFNA1",0.0278667489204583
"PLAUR.1",0.0262403541030195
"C5AR1",0.0204700308307776
"PDCD1",0.0193273633385703
"IL1B",0.0183760604887178
"CALCA",0.0171016738973002
"TREM1",0.0156298950865815
"CCR7",0.0147949830311524
"CCR2.1",0.0143107838233966
"HLA.DRA",0.0139589035482046
"BCL2",0.0135527173868692
"CX3CR1",0.0132599716742329
"IFNG",0.0127697728536899
"CX3CR1.1",0.012739794069411
"HLA.DRA.1",0.0123224225865789
"BCL2.3",0.011905267181005
"BCL2.2",0.0102933312272523
"MAPK14",0.00904819024509091
"IFNB1",0.00897206332910694
"CCR2.7",0.00888787928319817
"BCL2.1",0.00793927926474164
"IL1R2",0.00776225075835757
"CCR2.8",0.007587784416585
"GATA3",0.00727704447768521
"IL8",0.0069356690212662
"CALCA.1",0.00570793131163269
"NLRP3",0.00484514280552294
"CCR2.5",0.00446662677224462
