"Sample","OLFM4","NLRP3","CCR7","CRP","MAPK14","CX3CR1","ELANE","GATA3","HIF1A","HLA.DRA","HMGB1","ICAM1","IFNA2","IFNB1","IFNG","IL1B","IL6","CXCL8","IL10","CXCL10","ITGAM","ARG1","LBP","LCN2","MMP8","MMP9","MYD88","NOTCH1","P2RX7","PDCD1","PLAUR","TREM1","CD177","PTX3","BCL2","S100A8","S100A9","S100A12","CCL2","CCL19","CCL25","TLR2","TLR4","TNF","C3AR1","C5AR1","CCR2","VCAM1","IL1R2","CALCA","TNFSF10","SOCS3","CD14","Label"
"GSM1691733",11.4851673,7.641441408,9.424596923,3.620541396,11.28175455,5.755684088,6.414780137,5.503213123,10.33307222,9.318635157,5.710864647,7.035373021,2.841447416,2.490038898,3.395260468,7.632543731,3.598690604,4.514954353,5.579542089,4.640475577,9.999896018,11.08118088,3.313868491,12.17713181,13.10651821,11.50369637,10.96942462,7.83735806,5.253343168,4.707601958,8.847820767,7.64064448,11.82165874,5.710502803,6.817380012,12.58156389,11.86642812,12.82137906,3.61061759,4.939362753,3.271516108,10.68464027,10.68200201,7.324885251,9.120938895,9.864935039,7.565476728,3.540759827,11.74973252,3.942827426,11.29198114,9.574788278,8.250472862,"Sepsis"
"GSM1691735",12.03777288,9.178791064,8.919874087,3.568251899,11.60232257,6.512339654,7.707347977,4.459716928,10.98121213,9.118709304,6.369807354,8.438730651,2.249419015,2.810215397,3.91051408,9.219038474,3.388740542,5.273784315,6.080440161,4.710767145,10.64454736,10.47197843,3.63200045,11.87477783,13.12260054,11.78740668,11.21439461,8.889816463,6.594698745,4.813102768,9.115867528,9.688130729,12.15343248,4.561167382,5.990060371,12.36679828,11.53108244,12.83875199,3.654401581,5.567595959,3.641073002,11.02432652,11.23138382,7.214863623,9.435236919,9.947294438,8.792641451,3.472571565,11.91321601,4.737173884,11.49650919,10.93956991,10.13079758,"Sepsis"
"GSM1691738",11.36548055,9.621280051,10.31142039,3.878567275,11.5466907,6.147864425,7.012289673,6.037207034,11.41367294,9.86871737,6.470357848,9.578764208,2.765547339,2.667919478,5.387407259,10.93434253,3.444418286,8.970544325,4.755823227,5.649642656,10.17178652,9.865018782,3.68209497,10.50298707,13.04179836,11.51520767,11.3356623,8.364941246,5.592930109,4.934111379,10.74227481,9.255754258,11.99299971,6.269630059,8.335799697,12.10410349,11.32138706,12.64703384,4.697138301,4.730954529,3.275536581,11.22227776,11.02857493,7.885164895,8.805886663,9.707559521,6.927434762,3.90458948,11.70523935,3.421108676,11.12745292,10.31255904,9.447536052,"Sepsis"
"GSM1691739",6.234071748,8.146078141,9.860208413,3.69380216,10.0228434,7.447794448,5.608124866,6.632460164,10.45222954,11.47932218,7.140892669,7.873420758,2.861115694,2.228051382,3.853780199,8.240565783,3.995073421,5.825539487,3.807678836,4.712251556,9.368112569,5.839967637,3.058617608,6.25800117,6.406633366,8.276409387,10.65403123,9.696348835,7.249696194,3.933062641,9.884994398,10.10123485,5.210980695,4.146468985,8.596590345,10.07626412,10.03748931,10.67219893,4.581135126,4.588782812,3.187799839,9.947542799,9.72161985,6.739473636,8.886624333,10.01198888,8.827896371,3.096102806,9.051031287,2.803198803,11.19436336,6.667510871,9.473382015,"Healthy"
"GSM1691740",7.954680217,7.995411966,9.638646024,3.73822923,9.967194508,7.158644314,7.386590442,6.425689573,10.50468032,11.47560541,7.107552341,7.907823708,2.26816029,2.314040322,4.033236078,8.597124087,3.274460176,6.821082224,3.996094566,4.35025573,9.292346829,6.294477711,3.293576667,8.548525083,9.639723202,9.11686148,10.71643529,9.832541652,7.366296236,4.221224729,9.931154349,10.44939891,4.705954745,4.768111437,8.182635711,11.22643341,10.45401634,11.5803857,4.423533718,4.681900806,3.145022138,10.07970667,10.3017608,6.897651824,7.917341369,10.25467121,8.714788544,3.36991172,8.961097208,3.326502608,11.54947144,6.735099087,10.13607568,"Healthy"
"GSM1691741",3.856695835,7.9464673,10.55105377,3.722527143,10.07430231,7.64360806,5.637483586,6.670876261,10.09804286,11.18558535,6.845138496,7.674874092,2.596077129,2.300864762,4.219749277,8.266095466,3.785363372,5.358342636,3.584759196,4.411654605,9.20559378,5.289661718,3.079052352,5.869957163,5.375835203,8.642611035,10.95908443,9.299402438,7.566364182,4.6034701,9.933613343,10.00664911,6.055560775,4.516983035,8.658658041,10.14050225,9.786529646,10.52882627,4.66902723,4.297341381,3.431754708,10.0598889,9.882129205,7.230040624,8.017826997,9.536230356,8.701074166,3.442982123,8.516220512,3.73731648,11.32315842,6.226254328,9.906734751,"Healthy"
"GSM1691742",4.482059023,8.205998409,10.55125478,3.479828124,10.08688648,7.110936946,4.78179978,6.9145447,10.2653496,11.34883937,6.876468549,7.357528688,2.475201962,2.670441081,3.867024207,8.003132704,3.773451664,5.276983138,3.647879166,4.870631368,9.049979418,5.688649032,3.163339404,6.304684973,5.976754325,8.338079131,10.77672614,9.555553348,7.127836143,4.563860308,9.849753437,10.0519503,4.880605573,3.3966185,8.663764617,10.0574087,9.687961962,10.48806295,3.928348725,4.191203258,3.191597083,9.660156832,9.978481942,6.500379963,8.475363247,9.892812496,8.6970603,3.364354929,8.176644835,2.988474593,11.19891412,6.543061136,9.773882567,"Healthy"
"GSM1691743",5.565238564,8.011255046,10.16046565,3.585211131,10.03352236,7.506965935,5.584206068,6.650158486,10.16462749,11.40213619,7.091514844,7.360930811,2.980671481,2.514290119,4.658423204,7.687035556,3.366631672,5.908077525,3.856724408,4.315092612,9.486752242,5.623115682,3.132380284,6.448960902,6.666105548,8.787366109,10.5106984,9.223541082,7.149438233,4.47812423,9.582697107,9.291176335,5.276644301,4.302408622,8.792255608,10.55840611,10.14283189,11.23993578,3.468969218,4.500538764,3.299644914,10.30619331,9.937286502,6.627345923,7.190687379,9.768612176,8.904328584,3.249712923,9.005879771,2.975517353,11.26225375,6.449819134,9.774275619,"Healthy"
"GSM1691744",4.420248718,8.237739877,10.20191687,3.586112032,10.33200101,7.0937888,4.965243504,6.440464769,10.54597387,11.30384059,6.797525395,7.786692625,2.270012319,2.278052035,3.648929187,9.154508491,3.182837833,5.516926572,3.47876935,4.21143026,9.671910292,5.570149682,3.025918922,6.160880175,6.217846788,9.329289605,10.85085395,9.83648715,7.238520367,4.514469536,10.16295638,10.48085664,6.855277654,4.480305937,8.45103756,10.53336857,10.31595466,10.86530624,4.011472646,4.319521564,3.282859861,10.03300422,10.3423733,6.639604621,8.199525549,10.27358652,8.559420083,3.463227448,9.278388402,3.234790154,11.40137803,7.25534193,9.74912016,"Healthy"
"GSM1691745",5.315130405,7.771784834,9.821646133,3.57410394,10.00471563,7.715426171,5.144795166,7.05012987,10.23816478,11.06166161,6.851504967,7.463476157,2.824849368,2.423125352,4.659534274,8.782792984,3.228659937,5.617056108,2.944625732,4.836003571,9.484109084,6.327774401,3.258022133,5.890124865,6.217063115,9.07904334,10.78140523,9.563703057,7.131716233,4.325688282,9.660956622,10.1585211,6.551837593,4.481795542,7.96341147,11.12928418,10.15676962,11.09675551,3.673981037,4.748307104,3.187625763,9.982162314,10.20141459,6.89240828,8.676962422,10.06147237,8.474940678,3.42235132,8.929697126,3.98375966,11.49063267,7.237157261,9.495400295,"Healthy"
"GSM1691746",3.874649379,7.753086433,10.07213542,3.546452787,10.48294149,7.07199971,4.717027738,6.324856755,10.4892605,11.0846151,7.263151853,7.66916204,2.276114137,2.475581877,4.253359612,8.103245221,3.470628777,6.423140899,3.515540227,4.316691795,9.474231369,5.343467698,3.047239838,5.447169099,5.8017117,9.073851257,10.90769696,9.874564851,6.950549262,4.80414046,10.10548676,10.24853326,4.842706177,4.641750883,8.683141373,10.03166895,9.794327775,9.715559835,4.348547442,4.639481416,3.02297447,10.36990165,10.31358648,6.698813594,8.761729133,10.21721215,8.831145634,3.174375075,8.971595991,3.404481964,11.59557292,6.823641138,9.837948331,"Healthy"
"GSM1691747",5.426153113,7.630286172,10.53592323,3.386686659,10.14045379,7.539752245,4.286176554,6.972350915,10.23146463,10.6502141,6.907627969,7.229343377,2.676026454,2.20242673,4.160131617,8.731708922,3.240673768,5.882244955,3.904312845,4.722454876,8.800573561,5.63593026,3.063739343,6.568288855,7.921427075,8.164841697,10.7322192,9.364789405,7.196436232,4.544301532,9.751318565,9.915027422,4.728181827,4.412570329,8.74687706,10.77706479,10.18096309,10.92599779,3.646615243,4.440469671,3.149480966,9.85767736,9.993633949,6.450187586,8.599719379,9.660498383,8.361590309,3.664682568,8.717961404,2.921088153,11.67202805,7.104384369,9.485699579,"Healthy"
"GSM1691748",6.101369626,7.779022222,9.834768298,3.861971067,9.950248003,7.599248663,4.89097613,7.316701986,10.23175414,11.17741386,6.948488379,7.709003196,2.696689446,2.522734404,4.124471828,8.325020035,3.295157709,5.867690886,3.797998861,4.362119472,9.575689191,4.68690977,3.193665797,6.789928369,6.747002646,8.677994813,10.74033448,9.857337984,7.310081304,4.177600904,9.627250897,10.03250202,5.048061856,4.042706811,8.846309134,10.97483058,10.40045143,11.03745191,4.459840549,4.450909987,3.468842095,10.01452248,9.869212463,7.302440154,8.713645457,9.968709516,8.809448491,3.320730118,8.902284019,2.982750977,11.16268211,6.807663742,10.04847045,"Healthy"
"GSM1691749",6.010096561,7.485691183,11.34309983,3.570360418,9.808758173,7.137717484,5.03104681,7.216361902,10.10954394,11.3175082,7.228609379,7.37581617,2.584009529,2.399790159,3.971121434,8.107849238,3.349971282,5.468751755,3.388924575,5.280032054,8.813852715,5.300367284,3.257806716,6.575082365,7.350555562,8.312393256,10.66874322,9.278674067,7.106370327,4.196436171,9.53213282,10.03247924,5.221584564,4.471458609,9.379526666,10.34100778,9.724217567,11.14040514,4.339632562,5.104327708,3.35313842,9.24969631,9.322020796,6.870681881,7.06432777,9.838836829,7.710820808,3.321941592,8.224708406,2.929103262,11.05544092,6.989879775,9.176031726,"Healthy"
"GSM1691752",7.294217388,8.265056556,10.1006621,3.695359938,10.22623228,5.588929254,7.223375875,6.00849889,11.1762465,10.28642882,7.596259845,8.257392308,2.215082712,2.264943638,3.347048152,7.202459456,3.043994431,6.596903748,3.878793305,4.190653616,9.176220862,9.763446856,3.477493576,8.978294763,9.232712699,11.06147821,10.88721185,9.445512459,5.368260785,4.511948438,11.24383871,10.86862604,6.213306508,4.472908932,7.599289782,11.51897094,10.86050617,11.72492841,4.031396929,4.531683483,3.549852881,10.14209349,10.73567064,5.890919037,8.47271102,10.39703884,6.378757271,3.507351395,10.91774091,3.616428831,11.28429942,7.944337141,9.290043222,"Sepsis"
"GSM1691757",9.408890518,6.407138245,6.800808699,3.519858738,11.62995509,6.636111091,4.678473538,4.539886939,10.825165,10.23784981,6.192209816,9.340690018,2.908709262,3.171200512,4.071926658,9.584790696,4.034388419,4.678078735,4.829426121,9.433589883,10.41416936,8.698791019,3.44743694,8.314169303,12.06815613,8.438651805,11.09922166,9.166584314,7.039688173,4.116551169,10.03640077,8.233606564,11.85617847,4.218819168,6.391177367,12.25137562,11.59117347,12.50054702,4.074774822,5.50464084,4.184698197,11.31229256,10.93783726,6.187391531,9.82567149,9.337914107,8.074910894,3.223141313,11.56189231,4.391703382,12.18260971,9.948705685,8.222769097,"Sepsis"
"GSM1691760",10.97781898,7.352234232,11.08649213,4.226851019,10.60408619,6.072039258,7.303520023,6.168306485,11.07235735,10.61566437,7.140204233,9.248374534,2.619913235,2.419058727,5.137566404,10.07820595,5.751788523,10.58114488,6.90548523,3.734629018,9.18570771,8.85842237,3.758626689,10.77980809,12.74714562,8.894165835,10.69108171,8.29248522,5.326414464,4.950147753,11.00239649,10.07324669,11.01381887,6.558154258,7.510576796,12.27425217,11.52607779,12.70806814,8.965534418,4.524019013,3.690981902,10.60017164,10.59110955,8.909508931,11.30963193,9.305466034,6.056159234,3.329517257,11.39581401,3.453018741,10.14840441,9.545132355,9.820807042,"Sepsis"
"GSM1691763",7.85220108,8.816334629,8.611047359,3.834299701,11.73004951,6.173453162,5.926695959,4.824609158,11.10277045,9.324514588,6.22921673,9.111475303,3.183228849,2.207697808,3.393517404,9.974101861,3.900636585,6.535329043,4.247005299,5.765915382,10.75036768,9.717606881,3.453568763,9.868999046,12.47430668,11.64121523,11.1955665,9.342195401,5.369968986,4.713926933,10.15730215,9.642865346,11.68232577,5.005230377,6.597521036,12.07127572,11.57868815,12.61380055,3.315579816,4.95555283,3.618192295,11.16141675,11.53065463,6.862610908,10.03382138,9.216011265,9.349552612,3.301496297,11.60981278,3.847193281,11.66537368,11.01760141,10.0905522,"Sepsis"
"GSM1691768",8.113142492,8.716122294,7.987809183,3.90334906,11.59271701,7.083226343,6.342862449,4.252983483,10.98965677,9.525659276,6.690211436,9.323356394,2.375813634,1.973016295,3.418101257,9.415408803,3.8057858,5.494425775,6.733746284,5.982699819,10.32981843,10.3805334,3.040510993,10.79499599,12.90678221,11.06372689,11.36087986,8.309394926,6.891261064,4.061066495,10.34065377,9.027631456,11.92799164,5.78516876,6.576275132,12.27558978,11.5424254,12.80766292,6.269164301,5.006830026,3.544070751,11.68836434,11.37800381,8.255373732,11.04981482,10.03729842,8.52201208,3.583176822,12.24002427,4.330507356,11.67029901,10.09541583,10.23486166,"Sepsis"
"GSM1691771",8.438741862,8.972638022,9.274990894,3.527059854,11.35060632,7.490402679,5.187758713,5.84573888,10.82691439,10.66263113,6.853369399,7.893779898,2.524427681,2.880641715,3.758916345,9.656576886,3.27047427,5.266815846,6.053008619,6.085094021,10.07270688,8.039353257,3.32612826,7.053530634,10.21121697,10.35266296,10.98537305,9.130563183,7.156788555,4.296708751,9.828084512,9.660292113,12.22055224,4.405680811,7.379474747,11.94808256,11.40594842,12.37583054,5.367507535,5.160396956,3.48814928,10.45234449,10.91875796,7.30121865,9.664645967,10.25909577,9.028252309,3.068243474,9.579433522,4.235472602,11.95728808,10.18511078,10.92964845,"Sepsis"
"GSM1691774",9.725494259,8.333603211,7.680243548,3.973390849,11.54052185,6.228194516,5.996478546,5.588549376,10.83484291,10.07756743,6.427244815,8.361158871,2.963102318,2.631231059,4.227538908,9.628793743,3.35397284,3.555731116,5.543094182,5.149969317,10.65103241,9.574267289,3.28007446,9.006719904,10.81590098,11.21986382,10.85954465,9.671132323,6.211470241,4.740479526,9.490069755,10.21840578,11.36501666,4.287070848,6.450573253,11.96194523,11.47444366,12.52626325,4.202503066,4.812432071,3.5453304,11.35942151,11.14474041,6.293385534,9.21300158,9.669325571,8.23349818,3.877459864,11.27897394,3.570863045,11.83826425,10.67782844,9.641982127,"Sepsis"
"GSM1691777",4.342002187,7.696182799,9.439601187,3.739874941,10.70990312,7.153098942,4.421342182,6.024438612,9.870212801,11.14200485,7.136191773,7.045746001,2.193646428,2.484831803,4.412241314,7.441929236,3.481756341,4.45059809,4.256895901,3.841145662,9.627639331,7.646589265,3.611449959,7.070812456,9.534617663,9.768665225,10.96413929,9.163229814,7.350700364,4.560888678,9.918207912,10.15380682,6.991897403,4.240998315,7.509563279,12.00535294,11.13922769,12.36471375,3.733388324,4.71227012,3.907550632,10.59414753,10.25007214,6.685339509,7.880120065,9.71174863,8.754154032,3.60747635,9.272935272,4.297665467,11.57426298,7.268128902,9.728624999,"Sepsis"
"GSM1691780",11.92203707,8.989473338,9.344091199,3.513439206,11.38405266,7.037690297,9.920188872,5.977731003,10.63347491,10.41641142,6.849178924,8.013528184,2.379340457,2.445227494,3.813187616,9.265996591,3.55002959,4.401663425,5.266042228,4.068850967,10.69402063,9.633360324,3.409256294,9.970366399,12.25834408,11.34329229,11.14244348,9.375863794,7.410294184,4.098263366,10.09235637,9.818215113,11.93204868,6.155335171,7.711783858,12.0735214,11.25322565,12.2763132,3.678815427,5.112915688,3.168490407,10.46425739,10.87250635,6.869085164,10.53116301,10.31763801,9.129517226,3.380538101,10.95586156,3.813427296,11.43433271,9.338092784,10.35520952,"Sepsis"
"GSM1691783",9.362176152,9.461428484,8.448630028,3.635497519,11.65815223,6.686094082,6.028776222,4.830900515,10.90357482,10.40023804,6.529172109,7.610918685,2.378017212,2.696952017,3.507397073,9.526179645,3.60753177,4.555222472,5.47370605,3.967820887,10.47240158,8.515714987,3.589214536,9.737917863,12.33121505,11.31150719,11.04866416,9.191267382,7.038984277,3.642630999,8.874114762,10.2794379,11.70128035,4.542007339,6.903537633,12.27671191,11.57541181,12.81802369,4.00353424,5.440618761,3.461608471,11.26102693,11.48944306,6.338130047,9.264316862,9.432257585,9.056941174,3.423511419,11.33056722,4.360506595,11.77916606,10.605746,10.63065764,"Sepsis"
"GSM1691786",10.46144423,9.172843199,8.511330565,3.866439213,11.40521652,7.325800587,6.11255581,5.644547342,10.83295232,10.791018,6.648384509,7.779725343,2.252720795,2.410754679,3.598069849,9.025873502,3.613283015,5.121576186,5.983651556,4.091817111,10.54847957,8.761903193,3.312872607,9.445478077,12.36877096,11.43362149,10.88467801,9.443977236,7.507241121,4.708218553,9.371051354,9.151127624,11.72950477,4.710324744,7.190546883,11.76795292,11.45486977,12.61519028,4.779756398,4.385860507,3.516692633,10.80989206,10.43878868,7.041166908,10.15660311,9.906402582,9.780173902,3.352349372,10.86652337,3.048024695,11.58443436,10.11304317,10.56878008,"Sepsis"
"GSM1691789",4.460200555,8.833007647,10.18413271,3.60545796,11.24921341,7.398454544,4.802093073,5.922836424,10.39368449,10.55761259,6.614916065,8.746206455,2.823066604,2.365502446,3.686434334,10.37151172,3.453706006,6.55315549,4.718336807,4.158639445,9.973592884,8.312909288,3.550413446,5.880865094,6.94054933,10.50610369,11.21547405,9.620688839,6.973570695,5.019750728,10.53607507,10.2009779,11.80074058,4.933849475,7.4541016,11.88696959,11.59342926,12.4160217,3.522647715,4.7714669,3.882128641,10.60635504,10.33870075,7.844954445,10.37943549,10.41217421,8.751213138,3.366402876,10.01813372,3.345880059,11.81954709,9.614916023,10.7621896,"Sepsis"
"GSM1691792",5.81126232,9.150304209,7.497437732,3.523994824,11.36839232,7.125119951,5.465356136,5.236054361,10.80106712,10.9497954,6.719178838,7.470643678,2.324758993,2.284640955,3.508867609,8.684060012,3.262272173,5.699251072,4.742425559,4.411701421,10.4328714,9.355472971,3.319723022,7.387826123,9.594455496,11.04410633,11.02934283,9.47230349,7.599220719,4.452069797,9.982927567,10.23596751,10.93919353,4.198338189,6.035871403,12.32466731,11.59898148,12.68151661,3.602909296,4.753809188,3.234276566,10.77291591,10.66283784,6.400439385,9.553661453,10.04996889,9.444256088,3.27843254,9.791549413,3.423679148,11.7418321,8.279269414,10.72331975,"Sepsis"
"GSM1691795",10.15689396,7.365005707,9.155811373,3.682252428,11.08549238,6.434993879,8.034118951,5.774441732,10.28241728,11.14433281,6.001138176,9.383581014,2.157479399,2.34628011,3.543009656,9.774894209,3.653388957,4.688292663,4.047475282,10.84550723,9.336611768,7.592636111,3.203103443,10.41147607,11.72535982,9.527735813,10.85478736,8.72999801,8.033037066,4.479459803,10.612621,9.919933644,8.927183288,5.173911978,6.964868401,11.68363254,11.02191343,12.05195718,6.939034395,4.538859712,3.482781578,10.46466201,10.45195626,7.764266427,9.85772552,9.28162735,8.893624761,3.37380969,9.406815458,4.076375559,12.24926823,9.239651281,9.250624242,"Sepsis"
"GSM1691798",6.121064405,8.22763215,9.21914552,3.785767255,11.12392133,6.645915362,6.211175834,5.593950953,10.13329128,11.05199643,6.757387955,8.925911484,2.336482196,2.696105407,3.566823876,9.195736617,3.032209633,5.937021948,4.242063459,9.562780695,9.382439637,5.125354383,3.583490992,7.666538674,9.784598721,9.385597033,11.03670126,9.066526003,7.772548874,4.218445448,10.89465354,10.10280056,9.13079235,4.288819375,7.209752545,11.65397924,11.21320857,12.28930298,5.96203042,4.684035566,3.765202395,10.50857246,10.4724509,7.321892017,9.361135086,9.791521543,9.018943233,3.36774796,9.031893001,3.228446621,12.10395877,8.269355471,9.989218002,"Sepsis"
"GSM1691805",4.680554771,7.735630982,10.50623452,3.809800361,10.36153397,7.092590358,4.15093577,6.349598455,10.13629323,10.97786996,7.194017214,7.496768823,2.991247907,2.887250218,3.764869711,8.706981801,3.347887983,5.336978364,3.632482317,4.193752246,9.499506766,5.957840331,3.130445425,5.478527829,5.336832175,8.566009733,10.8766977,9.800444083,7.147422244,4.585377648,9.805068231,9.809045023,7.357859239,4.204637509,8.947478935,10.51406005,10.40176648,10.94428595,3.672851647,4.807091249,3.357378888,9.878769185,10.15245302,6.234042574,8.313269924,9.812966786,8.688382029,2.886431848,8.590559235,4.050414255,11.40311192,6.381341323,9.766198619,"Healthy"
