"Gene","Mean_Sepsis","Mean_Control","Direction","W","p_value","effect_size","adjusted_p"
"IL1R2",8.95061538788571,8.53022504715741,"Up_in_Sepsis",813,0.000137505765203198,0.29047619047619,0.0101754266250367
"C3AR1",8.61633907051429,8.10819187427778,"Up_in_Sepsis",910,0.00130646703007802,0.444444444444444,0.024655959317225
"HMGB1",7.58017483437143,7.7357207735,"Down_in_Sepsis",360.25,0.00111192530119418,-0.428174603174603,0.024655959317225
"MYD88",10.3818077091143,9.99010671491667,"Up_in_Sepsis",909.5,0.00133275455768784,0.443650793650794,0.024655959317225
"CX3CR1",8.4850735461,8.89493075376389,"Down_in_Sepsis",421,0.00630449222699005,-0.331746031746032,0.066647489256752
"HIF1A",7.88872926346667,8.0518957950463,"Down_in_Sepsis",424.5,0.00587756418957615,-0.326190476190476,0.066647489256752
"PLAUR",8.03913426169524,8.14739255108333,"Down_in_Sepsis",491.666666666667,0.00830282359796786,-0.21957671957672,0.0768011182812027
"CD14",12.2038552425,12.0100451972917,"Up_in_Sepsis",775.5,0.02078672732861,0.230952380952381,0.13972704328534
"IL8",7.48093133657143,7.711339646,"Down_in_Sepsis",441.5,0.0245466427393165,-0.299206349206349,0.13972704328534
"TNFSF10",10.4935331344571,10.1842467255,"Up_in_Sepsis",826,0.0245466427393165,0.311111111111111,0.13972704328534
"ICAM1",7.10647474014286,7.1315895055,"Down_in_Sepsis",437,0.0268315075457194,-0.306349206349206,0.14182368274166
"CCR2",7.83224086307619,7.80065694338426,"Up_in_Sepsis",623.75,0.0301620370578971,-0.00992063492063492,0.148799382818959
"TNF",7.77836833682857,7.94482005969444,"Down_in_Sepsis",444,0.0328876088805052,-0.295238095238095,0.152105191072337
"C5AR1",10.9745674406571,10.8487914397222,"Up_in_Sepsis",804.5,0.0453574469022646,0.276984126984127,0.176655319514083
"ITGAM",10.6690413064286,10.3727701240278,"Up_in_Sepsis",787,0.0718707301067909,0.249206349206349,0.253258763233454
"S100A8",14.455229432,14.2758740055556,"Up_in_Sepsis",784,0.0773195986374643,0.244444444444444,0.260075013598744
"MMP8",8.18203066394286,7.87630263986111,"Up_in_Sepsis",779,0.0876526240926456,0.236507936507937,0.270262257618991
"MMP9",12.3117602898286,11.7892431943333,"Up_in_Sepsis",780.5,0.0844875167558887,0.238888888888889,0.270262257618991
"CD177",8.34422796814286,7.91870608597222,"Up_in_Sepsis",773,0.101232899729939,0.226984126984127,0.29964938320062
"P2RX7",8.36193594254286,8.24153990216667,"Up_in_Sepsis",766,0.119135822266105,0.215873015873016,0.326520401766361
"TLR4",8.42011570254286,8.32283234597222,"Up_in_Sepsis",766,0.119129631844632,0.215873015873016,0.326520401766361
"FCGR1A",8.89279455422857,8.61883767455556,"Up_in_Sepsis",760.5,0.134874104174031,0.207142857142857,0.332689456962611
"IL1B",9.21444300234286,9.48390685194444,"Down_in_Sepsis",498.5,0.131895675026865,-0.208730158730159,0.332689456962611
"S100A12",13.4374514174286,12.8764971888889,"Up_in_Sepsis",762,0.130414398380321,0.20952380952381,0.332689456962611
"CCL2",7.10185560505714,7.08335706927778,"Up_in_Sepsis",759,0.139437114608884,0.204761904761905,0.332849886485723
"ARG1",9.94933240062857,9.43638337997222,"Up_in_Sepsis",757,0.145700209290173,0.201587301587302,0.336931733983524
"MAPK14",7.81102898464286,7.75949224170139,"Up_in_Sepsis",686.25,0.158869515647817,0.0892857142857143,0.356252853270862
"PDCD1",7.1183443888,7.10284296669444,"Up_in_Sepsis",751.5,0.16403026470588,0.192857142857143,0.357007046712798
"CXCL10",7.27397392814286,7.15998604569444,"Up_in_Sepsis",746,0.184053857325105,0.184126984126984,0.371912417540085
"TLR2",7.9449453218,7.79903075433333,"Up_in_Sepsis",745.5,0.185956208770043,0.183333333333333,0.371912417540085
"NOTCH1",9.59908033091429,9.78486296905556,"Down_in_Sepsis",518.5,0.201720861735546,-0.176984126984127,0.392824836011327
"BCL2",7.7486123562,7.79162573809722,"Down_in_Sepsis",574,0.238453132412671,-0.0888888888888889,0.430378824354576
"IFNG",7.18324241631429,7.16898569797222,"Up_in_Sepsis",527,0.238453132412671,-0.163492063492063,0.430378824354576
"IL10",9.3583498206,9.29114915915278,"Up_in_Sepsis",710.25,0.292639009679002,0.127380952380952,0.481228593694359
"GATA3",7.17257690437143,7.19510948655556,"Down_in_Sepsis",542.5,0.317018561618008,-0.138888888888889,0.491478469399231
"LCN2",11.5009548997143,11.1233605015833,"Up_in_Sepsis",716,0.325434389862242,0.136507936507937,0.491478469399231
"CCL19",7.18312677654286,7.17640700605556,"Up_in_Sepsis",702,0.410890173939835,0.114285714285714,0.584728324452842
"VCAM1",7.13619515548571,7.11821156080556,"Up_in_Sepsis",697,0.444377151525853,0.106349206349206,0.608961281720613
"NLRP3",7.76337432864762,7.75826196762963,"Up_in_Sepsis",620.5,0.454715167076509,-0.0150793650793651,0.611798588430212
"ELA2",9.43427698894286,9.02838895027778,"Up_in_Sepsis",691,0.486544001664321,0.0968253968253968,0.631653616195785
"S100A9",14.4427962174286,14.4120857452778,"Up_in_Sepsis",692,0.478889775022542,0.0984126984126984,0.631653616195785
"HLA-DRA",10.8152167050714,10.8840761910278,"Down_in_Sepsis",596.25,0.6579134563436,-0.0535714285714286,0.808245968686472
"IL6",7.15614015031429,7.13195053727778,"Up_in_Sepsis",668,0.666256812025335,0.0603174603174603,0.808245968686472
"CALCA",7.06311424802857,7.06444561480556,"Down_in_Sepsis",663,0.70856389975493,0.0523809523809524,0.842354334029068
"TREM1",7.85482209077143,7.85688001577778,"Down_in_Sepsis",598,0.717139500592314,-0.0507936507936508,0.842354334029068
"OLFM4",8.79847958418571,8.78593832248611,"Up_in_Sepsis",647.25,0.747425426482155,0.0273809523809524,0.850917429463884
"CCR7",8.47860389442857,8.54303579847222,"Down_in_Sepsis",608,0.804696572143559,-0.0349206349206349,0.902235550585202
"CCL25",7.09479386465714,7.09143255819444,"Up_in_Sepsis",646,0.858512170315164,0.0253968253968254,0.934263244166502
"SOCS3",7.50437577792857,7.49117598269445,"Up_in_Sepsis",635,0.912995970404368,0.00793650793650793,0.947737976182152
